neuron_id,layer,neuron_idx,kind,sets,freq_corr,freq_slope,direct_logit_std,abs_freq_corr_pctile
L22_N5947,22,5947,random,,-0.030689524486660957,-0.0005633319960907102,0.02545182965695858,32.2
L22_N6201,22,6201,random,,0.01140547078102827,0.00020604158635251224,0.025048768147826195,13.5
L22_N6224,22,6224,random,,-0.013503775000572205,-0.0002459377865307033,0.025253111496567726,16.0
L22_N6227,22,6227,random,,-0.03698069974780083,-0.0006581280031241477,0.02467629685997963,37.2
L22_N6267,22,6267,random,,-0.06315070390701294,-0.0011263712076470256,0.024731367826461792,60.099999999999994
L22_N6304,22,6304,random,,-0.09454630315303802,-0.001723429886624217,0.025275154039263725,75.6
L22_N6311,22,6311,random,,0.02587893232703209,0.0004707830667030066,0.02522430568933487,27.500000000000004
L22_N6484,22,6484,random,,0.10586846619844437,0.0019110968569293618,0.025029998272657394,79.80000000000001
L22_N6565,22,6565,random,,0.010273215360939503,0.00017586484318599105,0.023736542090773582,12.2
L22_N6636,22,6636,random,,0.10737993568181992,0.001927533303387463,0.02488991990685463,80.7
L22_N6730,22,6730,random,,0.04684929922223091,0.00071230303728953,0.02108174003660679,46.7
L22_N7110,22,7110,random,,-0.08909393101930618,-0.0015178696485236287,0.023622790351510048,72.8
L22_N7237,22,7237,random,,0.0393623448908329,0.0006971380789764225,0.024557413533329964,39.5
L22_N7260,22,7260,random,,0.07087379693984985,0.0012777859810739756,0.024998685345053673,64.0
L22_N7269,22,7269,random,,0.06930875778198242,0.001257465803064406,0.025156650692224503,62.9
L22_N7451,22,7451,random,,0.10312957316637039,0.0016044971998780966,0.021572500467300415,78.9
L22_N7461,22,7461,random,,0.005569550208747387,8.16275569377467e-05,0.020321764051914215,7.000000000000001
L22_N7478,22,7478,random,,-0.03992516174912453,-0.0007172082550823689,0.024908259510993958,40.2
L22_N7560,22,7560,random,,-0.015442099422216415,-0.0002737285103648901,0.024578675627708435,17.9
L22_N7673,22,7673,random,,0.139215350151062,0.002609824761748314,0.025993753224611282,91.0
L22_N7705,22,7705,random,,-0.13993500173091888,-0.0025605796836316586,0.02537212148308754,91.4
L22_N7802,22,7802,random,,0.011699452996253967,0.000210167549084872,0.02490834705531597,13.900000000000002
L22_N8032,22,8032,random,,-0.0035122826229780912,-5.970201891614124e-05,0.023569170385599136,5.1
L22_N8266,22,8266,random,,0.05794820562005043,0.0010534453904256225,0.02520674653351307,55.800000000000004
L22_N8317,22,8317,random,,0.052769728004932404,0.0009430943755432963,0.024780787527561188,51.9
L22_N8693,22,8693,random,,-0.07544606178998947,-0.001361889997497201,0.025029389187693596,66.0
L22_N8808,22,8808,random,,-0.0931592732667923,-0.0016934118466451764,0.02520468644797802,74.9
L22_N8922,22,8922,random,,-0.03909790888428688,-0.0006984915235079825,0.02477150410413742,39.1
L22_N9044,22,9044,random,,-0.044476911425590515,-0.0007803478511050344,0.024327551946043968,44.3
L22_N9143,22,9143,random,,-0.1335466206073761,-0.002428161446005106,0.025210963562130928,89.1
L22_N9240,22,9240,random,,-0.026067355647683144,-0.00047283561434596777,0.02515115775167942,27.800000000000004
L22_N9333,22,9333,random,,0.014658666215837002,0.0002646485809236765,0.02503339946269989,16.8
L22_N9481,22,9481,random,,0.021659299731254578,0.00038913788739591837,0.024911729618906975,23.7
L22_N9547,22,9547,random,,-0.08023260533809662,-0.0013546223053708673,0.023410577327013016,68.89999999999999
L22_N9798,22,9798,random,,-0.017244629561901093,-0.0003111505357082933,0.025018511340022087,19.5
L22_N9980,22,9980,random,,-0.12073709815740585,-0.0021669091656804085,0.024885408580303192,84.89999999999999
L22_N10076,22,10076,random,,0.0942932590842247,0.0017254544654861093,0.025372756645083427,75.4
L22_N10280,22,10280,random,,-0.048303209245204926,-0.0008676545112393796,0.024906668812036514,48.0
L22_N10410,22,10410,random,,-0.19520552456378937,-0.003692101687192917,0.026225652545690536,97.1
L22_N10612,22,10612,random,,0.10132463276386261,0.0018397498643025756,0.02517610229551792,78.2
L22_N11087,22,11087,random,,-0.1656208485364914,-0.0030583073385059834,0.025604182854294777,94.6
L22_N11169,22,11169,random,,0.0905209481716156,0.0015626895474269986,0.023936929181218147,73.3
L22_N11321,22,11321,random,,-0.08844105154275894,-0.0016050556441769004,0.025164075195789337,72.39999999999999
L22_N11597,22,11597,random,,0.11321062594652176,0.0020664779003709555,0.02530977688729763,82.39999999999999
L22_N11655,22,11655,random,,-0.13704629242420197,-0.0024869616609066725,0.02516208216547966,90.3
L22_N11792,22,11792,random,,0.0835890918970108,0.0014999201521277428,0.02488073706626892,70.6
L22_N11991,22,11991,random,,-0.12250247597694397,-0.002227021846920252,0.025207186117768288,85.7
L22_N12163,22,12163,random,,0.0021413115318864584,3.872879096888937e-05,0.025078345090150833,3.1
L22_N12171,22,12171,random,,-0.03262391313910484,-0.0005909627652727067,0.025117063894867897,34.2
L22_N12216,22,12216,random,,-0.02809867449104786,-0.0004913827287964523,0.024248160421848297,29.5
L22_N12457,22,12457,random,,-0.005657201632857323,-0.00010099635983351618,0.024754198268055916,7.3
L22_N12461,22,12461,random,,-0.027003364637494087,-0.00047716021072119474,0.024501413106918335,28.799999999999997
L22_N12494,22,12494,random,,0.01662878692150116,0.0002769951242953539,0.02309703826904297,19.2
L22_N12496,22,12496,random,,-0.052550286054611206,-0.000917697383556515,0.02421414852142334,51.6
L22_N12502,22,12502,random,,-0.08591830730438232,-0.0015310238813981414,0.02470819465816021,71.5
L22_N12670,22,12670,random,,-0.11183629184961319,-0.002004987560212612,0.02485842816531658,82.1
L22_N12743,22,12743,random,,-0.018877742812037468,-0.0003409426426514983,0.025042403489351273,21.099999999999998
L22_N12753,22,12753,random,,0.04251359775662422,0.0007480797357857227,0.024398593232035637,42.3
L22_N12799,22,12799,random,,0.03669511899352074,0.0006529960664920509,0.024674424901604652,37.0
L22_N12954,22,12954,random,,0.004808503203094006,8.508455357514322e-05,0.02453497238457203,6.4
