neuron_id,group,weight_norm,null_space_fraction,logit_var
L30_N14331,random,2.0149989128112793,0.2690776674541947,0.0007341796299442649
L29_N10168,random,1.9678096771240234,0.28233825343942115,0.000740429328288883
L31_N2532,random,1.9322788715362549,0.3095981091977355,0.0006936442223377526
L24_N14165,random,1.8578908443450928,0.30315968732130816,0.0006570590194314718
L24_N13105,random,1.8066359758377075,0.2986864342615327,0.0006144068320281804
L24_N6755,random,1.8578991889953613,0.27991442899278407,0.0006486169877462089
L23_N2938,random,1.8390908241271973,0.3078092747987667,0.0006257560453377664
L31_N5442,random,2.120997905731201,0.29860680678125107,0.0008400834631174803
L29_N13143,random,2.113949775695801,0.35758589474167596,0.0008018991793505847
L31_N14156,random,2.093771457672119,0.3100144512767912,0.0008255229331552982
L31_N13283,random,1.6371922492980957,0.27453844770957914,0.0005070861079730093
L24_N4371,random,1.8314158916473389,0.2928652420619062,0.0006367774913087487
L24_N12900,random,1.844018578529358,0.3014074376503983,0.0006464431062340736
L31_N1771,random,2.200634241104126,0.25902284246421237,0.0009162684436887503
L29_N14289,random,1.9204849004745483,0.3001941937852508,0.0006823916337452829
L23_N14067,random,1.7991176843643188,0.31606974590832837,0.0005958775873295963
L29_N3644,random,1.9582830667495728,0.2755829651154324,0.0007202196284197271
L24_N13378,random,1.8192251920700073,0.2944948638396065,0.0006231290753930807
L29_N5728,random,1.8587281703948975,0.29370284722609785,0.0006514599081128836
L26_N13443,random,1.8594563007354736,0.2832828362003664,0.000654080300591886
L24_N3652,random,1.8604226112365723,0.2873213964719873,0.0006424677558243275
L23_N10813,random,1.7356328964233398,0.40490430192458926,0.0005183753091841936
L24_N6528,random,1.8488855361938477,0.29792632627417287,0.0006415621028281748
L26_N4564,random,1.86539888381958,0.2988645905732513,0.0006466245395131409
L23_N12670,random,1.8235379457473755,0.283320754553431,0.0006293157930485904
L26_N5753,random,1.859375,0.3040183251481879,0.0006359044928103685
L31_N8346,random,1.2747652530670166,0.49645481094633914,0.00026301946491003036
L29_N11133,random,1.934435248374939,0.2788258727367951,0.0007046076934784651
L30_N5425,random,2.0284197330474854,0.2870839307605035,0.000786204356700182
L23_N1889,random,1.8111766576766968,0.26410595071314574,0.0006360217812471092
L26_N2925,random,1.8676482439041138,0.30634901363135497,0.0006584359216503799
L30_N4349,random,2.032477378845215,0.2641992600776446,0.0007877511088736355
