pair,layer,positions,rec
1,13,all,0.06928408546296719
1,14,last,0.023283219876277746
1,14,all,0.1002465328960557
1,15,last,0.06592546749868015
1,15,all,0.13580302857984927
1,16,last,0.07254417434933857
1,16,all,-0.009985400968872954
1,17,last,0.014681253011962886
1,17,all,0.07827069851872273
1,18,last,0.01719986246199229
1,18,all,0.1282022614116055
1,19,last,0.07903877394690272
1,19,all,0.040194641947587754
1,20,last,0.0003625639952224571
1,20,all,-0.02639773885391189
1,21,last,0.03828256272073899
1,21,all,0.07254101026711492
1,22,last,-0.017259249851420893
1,22,all,-0.06009702890466554
1,23,last,0.04109983498094249
1,23,all,0.011054285472791327
1,24,last,0.06301789719963234
1,24,all,0.13040039137263199
1,25,last,0.05862776630398466
1,25,all,0.05599206368523091
1,26,last,0.0330781121182579
1,26,all,0.0058611193593596424
1,27,last,0.06558160035296112
1,27,all,0.032664259013983475
1,28,last,-0.0020050545660361663
1,28,all,-0.0014106938898695823
1,29,last,0.005636358889234553
1,29,all,0.012342177570064507
1,30,last,0.12343511794946231
1,30,all,0.1499907290178202
1,31,last,0.21213830446790535
1,31,all,0.21213830446790535
2,0,last,-0.0051788239404009255
2,0,all,0.10304972693885756
2,1,last,0.0008740425336866334
2,1,all,-0.012976754249460484
2,2,last,-0.004264987459943314
2,2,all,0.02453534200976609
2,3,last,-0.0051674727386647355
2,3,all,0.07659411119507739
2,4,last,-0.009563020598805672
2,4,all,0.5091027358424726
2,5,last,0.005223840303179808
2,5,all,0.04434942572630319
2,6,last,-0.0051868086260328464
2,6,all,-0.002178179079925106
2,7,last,-0.009366899455500548
2,7,all,-0.006912018648082232
2,8,last,-0.011434112985373394
2,8,all,0.0006270352046515929
2,9,last,-0.014289609209199756
2,9,all,0.01495061169813417
2,10,last,-3.625478881520774e-05
2,10,all,0.04914455315174317
2,11,last,-0.013709057823064804
2,11,all,0.010537454369140132
2,12,last,-0.016475384530590907
2,12,all,-0.003415157945929694
2,13,last,-0.008949753581811283
2,13,all,-0.11298744509611468
2,14,last,0.04533631129017716
2,14,all,0.05907199911883599
2,15,last,0.00972159213940933
2,15,all,0.08521856436819794
2,16,last,-0.00013759555564628843
2,16,all,-0.069042799770887
2,17,last,-0.038935010399297726
2,17,all,-0.007538233803939195
2,18,last,0.016619885760297232
2,18,all,0.010750019648800724
2,19,last,0.05790759457115613
2,19,all,0.0639654029182429
2,20,last,-0.01048488492535808
2,20,all,-0.0491742259699699
2,21,last,0.06485647225453382
2,21,all,0.10127339334853243
2,22,last,-0.0029983141954805555
2,22,all,-0.03504478523850019
2,23,last,0.04027876825045568
2,23,all,0.02972547399144033
2,24,last,-0.0007107233421666976
2,24,all,0.06714434365085636
2,25,last,0.10518293281646665
2,25,all,0.09969639635599664
2,26,last,-0.009391457758876565
2,26,all,-0.04546950447861017
2,27,last,0.10038605739228022
2,27,all,0.07266599114787539
2,28,last,0.021938851723654087
2,28,all,-0.00672414115318628
2,29,last,0.04405994850179891
2,29,all,0.04504139584735059
2,30,last,-0.016789894823562832
2,30,all,-0.007255532772106325
2,31,last,-0.04789356871553556
2,31,all,-0.04789356871553556
3,0,last,-0.006090671186368409
3,0,all,0.6498496153190174
3,1,last,-0.013437740397854564
3,1,all,0.09983878353577831
3,2,last,-0.00011470253291618476
3,2,all,0.3178247847190021
3,3,last,0.007090959441717344
3,3,all,0.9221589526159728
3,4,last,-0.0072282582625797474
3,4,all,0.5612627283168908
3,5,last,-0.01906085718879526
3,5,all,0.5416852655768927
3,6,last,-0.006190550110238794
3,6,all,0.04464190935190959
3,7,last,-0.005499697753829044
3,7,all,0.016820354736181955
3,8,last,-0.0271865822686984
3,8,all,0.047451122063926064
3,9,last,0.0031662007500857215
3,9,all,0.06901916787032152
