neuron_id,layer,neuron,score_last,score_all,abs_all
L14_N13921,14,13921,0.003061061492189765,0.009761601686477661,0.009761601686477661
L16_N10999,16,10999,-0.0002462735865265131,-0.00976116769015789,0.00976116769015789
L26_N2296,26,2296,0.007791177369654179,0.009760094806551933,0.009760094806551933
L18_N2664,18,2664,-0.009658454917371273,-0.009758171625435352,0.009758171625435352
L23_N11124,23,11124,-0.0007274018134921789,-0.009752707555890083,0.009752707555890083
L14_N6973,14,6973,-0.00028742640279233456,-0.00974732544273138,0.00974732544273138
L16_N986,16,986,-0.0012883873423561454,-0.009747092612087727,0.009747092612087727
L13_N3286,13,3286,-0.003006333950906992,0.009744631126523018,0.009744631126523018
L15_N12360,15,12360,0.0028185166884213686,0.009732254780828953,0.009732254780828953
L12_N9488,12,9488,0.002365777036175132,0.009728575125336647,0.009728575125336647
L18_N7462,18,7462,-0.00012742928811348975,0.009721997193992138,0.009721997193992138
L17_N7130,17,7130,8.26420946395956e-05,0.00972056481987238,0.00972056481987238
L18_N13177,18,13177,0.0006171182030811906,-0.00971668865531683,0.00971668865531683
L26_N8456,26,8456,0.0032387885730713606,0.00970881525427103,0.00970881525427103
L18_N6621,18,6621,0.0014165097381919622,-0.00970018282532692,0.00970018282532692
L18_N2434,18,2434,-0.002928286325186491,-0.009697259403765202,0.009697259403765202
L21_N5221,21,5221,-0.003738701343536377,0.009694105014204979,0.009694105014204979
L17_N6281,17,6281,-0.0018537718569859862,-0.009691791608929634,0.009691791608929634
L21_N11673,21,11673,0.0004738193529192358,0.009690945968031883,0.009690945968031883
L26_N7416,26,7416,-0.007852958515286446,-0.009675388224422932,0.009675388224422932
L14_N5872,14,5872,0.009299715049564838,0.009671151638031006,0.009671151638031006
L16_N12205,16,12205,-0.0006375436205416918,-0.009669153019785881,0.009669153019785881
L13_N12488,13,12488,-0.008202486671507359,-0.009667319245636463,0.009667319245636463
