pair,layer,positions,rec
11,9,last,-0.00908403317369206
11,9,all,-0.12273652144833577
11,10,last,-0.026092510806006636
11,10,all,-0.07675151889526548
11,11,last,-5.015868538361654e-05
11,11,all,-0.13345771985946608
11,12,last,-0.00923486132480966
11,12,all,-0.16401622019214918
11,13,last,-0.044476228957362474
11,13,all,0.017626620646468756
11,14,last,-0.00871138095141456
11,14,all,0.008453664404186425
11,15,last,0.02629678951834155
11,15,all,0.026157835027608656
11,16,last,0.035141130861838205
11,16,all,-0.08392145353490112
11,17,last,-0.1643296271336361
11,17,all,0.20422804459656907
11,18,last,-0.0005761164498700592
11,18,all,0.13442318971094006
11,19,last,0.0884031006823278
11,19,all,0.09365430440593485
11,20,last,-0.09154521737613605
11,20,all,0.15044894059630193
11,21,last,0.1610503927818733
11,21,all,0.1732731956261355
11,22,last,-0.07012958825556441
11,22,all,-0.05146904710239926
11,23,last,0.0065448812314955005
11,23,all,0.006409804027504878
11,24,last,-0.012249086945635384
11,24,all,0.019648282071812986
11,25,last,0.029905593243197474
11,25,all,0.01803365091224667
11,26,last,-0.18565361823647628
11,26,all,-0.19443546060232098
11,27,last,0.05498985678032416
11,27,all,0.05498985678032416
12,0,last,-0.0019251596862602804
12,0,all,-0.04213588699601375
12,1,last,0.0012589766475855078
12,1,all,-0.0017811735218471194
12,2,last,0.001247759476841548
12,2,all,-0.0022951871499580505
12,3,last,0.003552521581479306
12,3,all,0.003444859009673757
12,4,last,-0.0023820390402262124
12,4,all,-0.016489519335326688
12,5,last,-0.008448904752757924
12,5,all,-0.029496705589321343
12,6,last,-0.012566729060671246
12,6,all,0.007455206306918733
12,7,last,3.1545393324618083e-06
12,7,all,0.05649300268899427
12,8,last,-0.0015547147100038023
12,8,all,0.08055376898838999
12,9,last,-0.0019233597432294052
12,9,all,0.059415089584881085
12,10,last,0.02512372543969616
12,10,all,0.1268502057441582
12,11,last,0.006950470735667983
12,11,all,0.01730221216988059
12,12,last,0.02629799342814821
12,12,all,0.009274577588859221
12,13,last,0.03426957926767722
12,13,all,0.04019707928811214
12,14,last,0.074848506263927
12,14,all,0.18158277136838785
12,15,last,-0.08478070324497905
12,15,all,0.0325219366433228
12,16,last,0.038315127512649726
12,16,all,0.16471186822776654
12,17,last,-0.08790152611881095
12,17,all,0.43505217779699945
12,18,last,-0.014955568916575972
12,18,all,0.5011433024736812
12,19,last,0.010785657597449589
12,19,all,0.0319351923274849
12,20,last,-0.27670749670427186
12,20,all,-0.03207813007147286
12,21,last,0.30060196311250564
12,21,all,0.3605543171359893
12,22,last,-0.11803821351423392
12,22,all,-0.04134440843847065
12,23,last,0.07994315223225085
12,23,all,0.09348025470381478
12,24,last,0.17670963900760087
12,24,all,0.20933980418419768
12,25,last,0.15156434208570477
12,25,all,0.14542514464189107
12,26,last,0.14932940663699673
12,26,all,0.1396151883238178
12,27,last,0.07812504740507177
12,27,all,0.07812504740507177
13,0,last,-0.008966927498998589
13,0,all,0.0032873699165634476
13,1,last,-0.001215528922746807
13,1,all,0.024173324426892937
13,2,last,-0.0014460109619142932
13,2,all,0.016409227587298344
13,3,last,0.016371998816815902
13,3,all,0.006224545696719673
13,4,last,-0.00014339672482283305
13,4,all,0.025596275100896817
13,5,last,-0.001747264923978891
13,5,all,-0.002254933637828491
13,6,last,0.006323503534840037
13,6,all,0.014634521927705535
13,7,last,0.005101640585413907
13,7,all,0.015635559962901335
13,8,last,0.006378878435809191
13,8,all,-0.006063707741040579
13,9,last,-0.0047821599329048335
13,9,all,0.004123924657991259
13,10,last,0.00585503731043814
13,10,all,-0.025227532034214056
13,11,last,0.0054941488396375296
13,11,all,0.018070595456309627
13,12,last,0.008884826832040685
13,12,all,0.02868051308395421
13,13,last,0.022970221877631477
13,13,all,0.029198110812598425
13,14,last,-0.03412457376985095
13,14,all,0.004842761161134033
13,15,last,-0.03168707112773609
13,15,all,0.0040814292802698856
13,16,last,0.09110446070757543
13,16,all,0.1343408591304612
13,17,last,-0.09737578152977278
13,17,all,-0.15899677798434916
13,18,last,0.07718363958570511
13,18,all,0.2878703147411088
13,19,last,0.1303866138835138
13,19,all,0.2038996900435485
13,20,last,-0.1839499429424029
13,20,all,0.11242047448244205
13,21,last,0.1332206628477353
13,21,all,0.3379139591052278
13,22,last,-0.18407904027472236
13,22,all,-0.09113268690277757
13,23,last,0.05331574816868587
13,23,all,0.05240605505560158
13,24,last,0.10037803968580891
13,24,all,0.13385874806321274
13,25,last,0.09506761789985065
13,25,all,0.09382127479325848
13,26,last,0.02688237454664632
13,26,all,0.011043733000212537
13,27,last,-0.05102498548964111
13,27,all,-0.05102498548964111
14,0,last,-0.014119878270145908
14,0,all,0.058500751256705834
14,1,last,-0.016973344290703338
14,1,all,-0.014192182186187242
14,2,last,-0.01812586243117399
14,2,all,-0.024599235174968804
14,3,last,-0.005047333285799557
14,3,all,-0.008508560480938988
14,4,last,-0.005121373263531556
14,4,all,0.031046104625214684
14,5,last,-0.017989149754016196
14,5,all,0.05625216751445945
14,6,last,0.0012260695782293956
14,6,all,0.16787620585514634
14,7,last,0.009039577260079916
14,7,all,0.11436184252257685
14,8,last,-0.026958830902208665
14,8,all,0.039561844898974866
14,9,last,-0.00313409733947848
14,9,all,0.06934629504326557
14,10,last,-0.02621073662030995
14,10,all,0.011432664147271841
14,11,last,-0.04149224081185642
14,11,all,-0.09868548462157734
14,12,last,-0.022116256932698464
14,12,all,-0.027503884481652502
14,13,last,0.02384581929693288
14,13,all,0.06569331154666058
14,14,last,-0.007952532199953165
14,14,all,0.0008703863059174675
14,15,last,-0.04951639646145961
14,15,all,0.10057687148998751
14,16,last,0.1296675556145836
14,16,all,0.2380355797206813
14,17,last,0.024533753370696812
14,17,all,0.5023084168030777
14,18,last,-0.021237260109752423
14,18,all,0.5637207877850141
14,19,last,0.04579757784149483
14,19,all,0.2768812599145807
14,20,last,0.07591571823537303
14,20,all,0.3874878788652574
14,21,last,0.35766593327801954
14,21,all,0.5100213114222225
14,22,last,-0.15018530975480066
14,22,all,-0.009191539363545652
14,23,last,0.007478151161997125
14,23,all,0.03332051991854678
14,24,last,0.2843397647905106
14,24,all,0.31297607620623374
14,25,last,0.11840370819985468
14,25,all,0.11906297544590243
14,26,last,0.13553959671880153
14,26,all,0.13401203690957883
14,27,last,0.038695550115333384
14,27,all,0.038695550115333384
15,0,last,-2.2731632881589573e-05
15,0,all,-0.05010409039964914
15,1,last,-1.7939558922767988e-05
15,1,all,-0.024392033263055043
15,2,last,-4.1416625531285364e-05
15,2,all,0.052638417622774165
15,3,last,-2.0478948541972587e-05
15,3,all,0.00578289463875872
15,4,last,1.6940186233919725e-05
15,4,all,0.08839699637719209
15,5,last,-3.0161395412617228e-05
15,5,all,0.046621890947469206
15,6,last,0.008521888473612219
15,6,all,0.06697226445891587
15,7,last,0.0033995464158645336
15,7,all,0.24222069458367854
15,8,last,-0.01365741078264152
15,8,all,0.013268933320379716
15,9,last,-0.006847079103952617
15,9,all,0.06730404390424437
15,10,last,0.01566854182841623
15,10,all,0.10929693476013172
15,11,last,0.0016519139051896768
15,11,all,0.07352534777759993
15,12,last,-0.017469034601067624
15,12,all,0.32529756321810455
15,13,last,-0.003734508289796454
15,13,all,0.057034498345219044
15,14,last,0.022912674978280027
15,14,all,0.16536189005294874
15,15,last,-0.00688679188096521
15,15,all,0.19717452766124346
15,16,last,0.018743496909890498
15,16,all,0.21494049063301085
15,17,last,0.05835441982401538
15,17,all,0.5945012221017332
15,18,last,-0.01378580559842027
15,18,all,0.499563896695009
15,19,last,-0.007725642379562075
15,19,all,0.17972793798777784
15,20,last,0.17552718138073659
15,20,all,0.47872019350476563
15,21,last,0.23267693115256013
15,21,all,0.38988071258221685
15,22,last,0.002876718859587973
15,22,all,0.1482637210183968
15,23,last,0.10186255217831298
15,23,all,0.12506966938293979
15,24,last,0.27944554147896344
15,24,all,0.3203020268097288
15,25,last,0.18846827950127698
15,25,all,0.19448045644791162
15,26,last,0.18727140783268995
15,26,all,0.1869410660095491
15,27,last,0.11540619830601415
15,27,all,0.11540619830601415
